agentive-figure;['lò̤-mā-tiĕng-cuō-gáu'];Lò̤-mā-tiĕng-cuō-gáu, găk Hók-ciŭ gâe̤ng Dṳ̆ng-guók tĕ̤ng-chĭng ùi Tiĕng-cuō-gáu, sê sié-gái Gĭ-dók-gáu gáu-pái dăng-dăng-dŏng séng-dù có̤i sâ̤ gì gáu-huôi.
agentive-figure;['céng-tūng-puái'];Céng-tūng-puái, iâ gó̤ có̤ Céng-gáu-huôi, sê Gĭ-dók-gáu gì siŏh ciáh gáu-puái.
agentive-figure;['cŭng-gáu'];Cŭng-gáu sê cī dó̤i sìng gì séng-ngiōng gâe̤ng sùng-géng, hĕ̤k-ciā gōng cêu sê siŏh tó̤ séng-ngiōng.
agentive-figure;['ĭ-sṳ̆-làng-gáu'];Ĭ-sṳ̆-làng-gáu iâ hô̤ lā̤ Huòi-gáu, sê siŏh cṳ̄ng ék-sìng-gáu, sê gīng-dáng sié-gái gà̤-lēng dâ̤ 2 dâi cŭng-gáu.
agentive-figure;['gīng-chák'];Gīng-chák iâ hô̤ lā̤ nguòng-gīng, sê siŏh cṳ̄ng ciŏng-muòng mì-hô̤ huák-lŭk gâe̤ng dê-ăng gì cék-ngiĕk.
agentive-figure;['sŭ-lièng'];Chăng-kō̤ Mìng-dĕ̤ng-ngṳ̄ Háng-cê gì bāng-buōng.
agentive-figure;['ià-sŭ-huôi'];Ià-sŭ-huôi sê Lò̤-mā-tiĕng-ciō-gáu gì siŏh ciáh ciō-iéu gì nàng-gái siŭ-dô̤-huôi, 1534 nièng 8 nguŏk 15 hô̤ iù Loyola gì Ignatius, Franciscus Xaverius gâe̤ng Pierre Favre găk Huák-guók gì Bă-là̤ sìng-lĭk, 1540 nièng ké̤ṳk Gáu-huòng Paulus 3-sié ciáng-sék sìng-nêng.
agentive-figure;['gŭng-sê̤ṳ'];Gŭng-sê̤ṳ sê cī gâe̤ng siŏh ciáh guók-gă, céng-guòng gì guók-huòng ū-ciŏng lĭk-liông ô găng-guó gì hŏk-ông gâe̤ng dâi-gié.
agentive-figure;['nazi dáik-guók', 'năk-sói dáik-guók'];Chăng-kō̤ Mìng-dĕ̤ng-ngṳ̄ Háng-cê gì bāng-buōng.
agentive-figure;['mìng-ciō-dōng'];Mìng-ciō-dōng sê Mī-guók gì siŏh ciáh céng-dōng, iâ sê Mī-guók có̤i duâi gì 2 ciáh céng-dōng cĭ ék.
agentive-figure;['gūi'];Gūi sê mì-séng gōng-huák diē-sié nè̤ng sī lō̤ ī-hâiu gì lìng-hùng.
agentive-figure;['gê̤ṳng-huò-dōng'];Gê̤ṳng-huò-dōng sê Mī-guók gì siŏh ciáh céng-dōng, iâ sê Mī-guók có̤i duâi gì 2 ciáh céng-dōng cĭ ék.
agentive-physical-object;['gĭng-guă'];Gĭng-guă sê siŏh cṳ̄ng cūi-guō.
agentive-physical-object;['ùng-dé̤ṳk'];Ùng-dé̤ṳk sê siŏh cṳ̄ng sĭk-ŭk.
agentive-physical-object;['muòi-kṳ̄ng'];Muòi-kṳ̄ng sê dó̤i kṳ̄ng-sĭ-tā̤ huák-dăk, mâ̤ sāng-sĕng duâi hìng nṳ̆k cék cī-sĭk-tā̤ gì siŏh lôi chiông sĭ gì cĭng-kṳ̄ng gì tūng-chĭng.
agentive-physical-object;['dông-ŭk', 'animal', 'animalia'];Dông-ŭk sê cī mâ̤ ciŏng ù-gĭ-ŭk hăk siàng iū-gĭ-ŭk, nâ sāi siăh ô-gĭ-ŭk gì, ô găng-gáe̤k, â̤ huāng-sĭk, â̤ ông-dông gì hī siŏh lôi sĕng-ŭk.
agentive-physical-object;['chāu-mŭk', 'sĭk-ŭk', 'plant', 'plantae'];Sĭk-ŭk, iâ hô̤ chāu-mŭk, sê siŏh cṳ̄ng sĕng-ŭk gì cuō-iéu hìng-tái, bău-guák huă, chāu, chéu ciŏng-uâng dŭ sê sĭk-ŭk gì siŏh cṳ̄ng.
agentive-physical-object;['diêng-nō̤', 'gié-sáung-gĭ'];Diêng-nō̤ iâ hô̤ lā̤ gié-sáung-gĭ, sê hiêng-dâi gì siŏh cṳ̄ng iā gŏ̤-ngék gì diêng-ké, có̤i cā sê dò̤ lā̤ dŏng gé-sáung-ké sāi gì, gáu-muōi-lāu hiêng-câi huák-diēng iā ká̤, â̤ dé̤ṳng có̤ iā sâ̤ dâi-gié.
agentive-physical-object;['chái-guă'];Chăng-kō̤ Mìng-dĕ̤ng-ngṳ̄ Háng-cê gì bāng-buōng.
agentive-physical-object;['kēng', 'canis lupus familiaris', 'kēng-giāng'];Kēng sê gă-iōng gì dông-ŭk, sṳ̆k kēng-kuŏ, gâe̤ng lòng sê chĭng-chék.
agentive-physical-object;['cĭng-kṳ̄ng', 'fungi'];Cĭng-kṳ̄ng sê siŏh lôi sĕng-ŭk gì tūng-chĭng, bău-guák gáu-mō̤, muòi-kṳ̄ng gâe̤ng gŭ.
agentive-physical-object;['huă', '花'];Huă sê kŭi-huă sĭk-ŭk gì huàng-sĭk ké-guăng.
agentive-physical-object;['huă-chái', 'brassica oleracea var. botrytis'];Huă-chái iâ hô̤ lā̤ iòng-gái-làng, sê siŏh cṳ̄ng chái.
agentive-physical-object;['chāu-buōng sĭk-ŭk', 'chāu', 'chō̤'];Chāu-buōng sĭk-ŭk, ék-buăng hô̤ lā̤ chāu hĕ̤k-ciā chō̤, sê siŏh lôi sĭk-ŭk gì tūng-chĭng.
agentive-physical-object;['nìng-mùng'];Nìng-mùng sê siŏh cṳ̄ng cūi-guō.
agentive-physical-object;['uòng-dâu', 'glycine max'];Chăng-kō̤ Mìng-dĕ̤ng-ngṳ̄ Háng-cê gì bēng-buōng.
agentive-physical-object;['chéu'];Chéu sê cī ô mŭk-cê chéu-sĭng gâe̤ng chéu-ngâ̤ gì siŏh lôi sĭk-ŭk, â̤ uăk iā sâ̤ nièng.
agentive-physical-object;['uòng-lì', '王梨', '黃梨', 'uòng-lài'];Uòng-lì, gĭng-dáng dŭ tĕ̤k uòng-lài, sê siŏh cṳ̄ng cūi-guō.
agentive-physical-object;['cĭng-hŏk sĕng-ŭk', 'eukaryota', 'eukarya', 'eukaryote'];Cĭng-hŏk sĕng-ŭk sê dó̤i sá̤-bàu lā̤ ô sá̤-bàu-hŏk gì dăng-sá̤-bàu sĕng-ŭk gâe̤ng dŏ̤-sá̤-bàu sĕng-ŭk gì tūng-chĭng, bău-guák sū-iū gì dông-ŭk, sĭk-ŭk, cĭng-kṳ̄ng gâe̤ng gì-tă ô mŏk-mŏk bău lā̤ gì hók-căk ā-sá̤-bàu giék-gáiu gì sĕng-ŭk.
agentive-physical-object;['cék-tùi dông-ŭk', 'vertebrata'];Cék-tùi dông-ŭk dó̤i siŏh lôi ô cék-tùi gì dông-ŭk gì tūng-chĭng.
agentive-physical-object;['măk', 'siēu-măk'];Măk iâ hô̤ lā̤ siēu-măk, sê siŏh cṳ̄ng sĭk-ŭk.
agentive-physical-object;['cék-só̤h dông-ŭk', 'chordata', 'chordate'];Cék-só̤h dông-ŭk sê dó̤i ô cék-só̤h gì dông-ŭk gì tūng-chĭng.
agentive-physical-object;['sĕng-ŭk'];Sĕng-ŭk sê cī ô sĕng-mêng gì gáuk-tā̤.
agentive-physical-object;['nè̤ng', 'homo sapiens', 'ìng-lôi'];"Nè̤ng" sê siŏh piĕng Bàng-uâ-cê ùng-ciŏng, buóh ché̤ṳ Háng-cê bēng-buōng "儂", dók cē̤-nē̤.
agentive-physical-object;['ngù-sāi-gŭi'];Ngù-sāi-gŭi sê siŏh cṳ̄ng tè̤ng-giāng.
agentive-physical-object;['gă-săk'];Chăng-kō̤ Mìng-dĕ̤ng-ngṳ̄ Háng-cê gì bāng-buōng.
agentive-physical-object;['dô-giŏng', 'cuculus canorus'];Dô-giŏng sê siŏh cṳ̄ng cēu.
agentive-physical-object;['kṳ̄ng-lṳ̀ng'];Kṳ̄ng-lṳ̀ng sê siŏh cṳ̄ng ī-gĭng miĕk-ciók gì cék-tùi dông-ŭk.
agentive-physical-object;['tàng-táik'];Tàng-táik sê siŏh cṳ̄ng ngṳ̀.
agentive-physical-object;['gé̤ṳk-huă', '菊', '菊花'];Gé̤ṳk-huă sê siŏh cṳ̄ng huă.
agentive-physical-object;['băng-mā', 'zebra'];Băng-mā sê siŏh cṳ̄ng Hĭ-ciŭ gì buô-ṳ̄-dông-ŭk.
agentive-physical-object;['dâi-chṳ̄'];Dâi-chṳ̄ sê Ó̤-ciŭ gì siŏh cṳ̄ng dông-ŭk.
agentive-physical-object;['hāi-báu'];Hāi-báu sê siŏh cṳ̄ng dông-ŭk.
agentive-physical-object;['mĕ̤k-lê', 'mĕ̤k-lê-huă'];Mĕ̤k-lê sê siŏh cṳ̄ng sĭk-ŭk, huă sê băh gì sáik.
agentive-physical-object;['cháe̤', 'chó̤'];Cháe̤ sê siŏh cṳ̄ng sĭk-ŭk, guōi-cī â̤ siăh, iĕk-tiĕng siăh lā̤ â̤ chĭng-luòng gāi-dŭk.
agentive-physical-object;['tó'];Tó sê siŏh cṳ̄ng buô-ṳ̄ dông-ŭk.
agentive-physical-object;['gŭ'];Gŭ iâ hô̤ lā̤ mò̤-gŭ, sê siŏh lôi cĭng-kṳ̄ng.
agentive-physical-object;['cūi-kì'];Cūi-kì sê siŏh cṳ̄ng niōng-tā̤ dông-ŭk, gô-dā̤ cūi gŏng diē-sié iā sèu káng-giéng.
agentive-physical-object;['mì-sĕng-ŭk'];Mì-sĕng-ŭk sê dó̤i sū-iū nâung gáu dĭk-ciék kĕk mĕ̤k-ciŭ káng mâ̤ diŏh hĕ̤k-ciā káng mâ̤ chĭng-chū gì sĕng-ŭk gì tūng-chĭng.
agentive-physical-object;['muāng-săng-è̤ng', 'dô-giŏng'];Muāng-săng-è̤ng, iâ hô̤ lā̤ dô-giŏng, sê siŏh cṳ̄ng huă.
agentive-physical-object;['buô-ṳ̄ dông-ŭk', 'mammalia', 'buô-ṳ̄-lôi dông-ŭk', 'mammal', 'siăh-nĕng dông-ŭk'];Chăng-kō̤ Mìng-dĕ̤ng-ngṳ̄ Háng-cê gì bāng-buōng.
agentive-physical-object;['gā-cō̤'];Gā-cō̤ sê siŏh cṳ̄ng tè̤ng, sĭng-tā̤ iā nâung, siŏh sĭng sê cĕ̤ng gì sáik, iā â̤ tiéu.
agentive-physical-object;['kiék', '蝎', '蠍', 'scorpiones'];Kiék sê siŏh cṳ̄ng ciék-ciĕ dông-ŭk, sĭng-tā̤ bô dòng bô éu, ô báik dèu kă, muōi-buô ô dŭk-cĕng.
agentive-physical-object;['gái-chái'];Gái-chái sê siŏh cṳ̄ng siŏh-nièng-sĕng chō̤-buōng sĭk-ŭk, iâ sê siŏh cṳ̄ng chái.
agentive-physical-object;['chĕ̤ng'];Chĕ̤ng sê siŏh cṳ̄ng sĭk-ŭk, â̤ dé̤ṳng có̤ dièu-lâiu sāi.
agentive-physical-object;['mŭk-gê̤ṳng'];Mŭk-gê̤ṳng sê siŏh cṳ̄ng huă.
agentive-physical-object;['sáung-tàu', 'allium sativum'];Sáung sê siŏh cṳ̄ng sĭk-ŭk.
agentive-physical-object;['gák-lì', 'bivalvia'];Gák-lì iâ hô̤ lā̤ “gák”, sê siŏh cṳ̄ng niōng-tā̤ dông-ŭk, iâ sê hāi-chiĕng gì siŏh cṳ̄ng.
agentive-physical-object;['mā-kì', 'hirudinea', 'mā-uòng'];Mā-kì iâ hô̤ lā̤ mā-uòng, sê siŏh cṳ̄ng buóh diŏh cūi lā̤, â̤ ngék dông-ŭk háik gì tè̤ng-giāng.
agentive-physical-object;['è̤ng-ĕ̤ng', 'ngù-gŭng', 'ĕ̤ng-ĕ̤ng'];È̤ng-ĕ̤ng, iâ hô̤ lā̤ ngù-gŭng, sê siŏh cṳ̄ng ciék-ciĕ dông-ŭk, ô iā sâ̤ kă, â̤ gâ nè̤ng.
agentive-physical-object;['muōi-sì', '莓薺', 'muōi-lì', 'múi-lì'];Chăng-kō̤ Mìng-dĕ̤ng-ngṳ̄ Háng-cê gì bāng-buōng.
agentive-physical-object;['kēng-muōi-dăi', 'siēu-mī'];Chăng-kō̤ Mìng-dĕ̤ng-ngṳ̄ Háng-cê gì bāng-buōng.
agentive-physical-object;['káh-chiók'];Káh-chiók hĕ̤k-ciā kă-chiók, chiók, sê siŏh cṳ̄ng cēu.
agentive-physical-object;['lŏk-dò̤', '駱駝', '骆驼'];Lŏk-dò̤ sê siŏh cṳ̄ng buô-ṳ̄-dông-ŭk.
agentive-physical-object;['tòng-guōi-niŏh-chéu', 'iêng-săng-giŏng', 'tòng-guōi-niŏh'];參考閩東語平話字其版本。
agentive-physical-object;['tò̤', 'prunus persica'];Tò̤ sê siŏh cṳ̄ng chéu.
agentive-physical-object;['duâi-măk'];Duâi-măk sê siŏh cṳ̄ng sĭk-ŭk.
agentive-physical-object;['tù-kēng'];Tù-kēng sê siŏh cṳ̄ng tè̤ng-giāng.
agentive-physical-object;['lĕ̤k'];Lĕ̤k sê siŏh lôi buô-ṳ̄ dông-ŭk.
agentive-physical-object;['lâu-iŏh', 'lō̤-ngà̤'];Chăng-kō̤ Mìng-dĕ̤ng-ngṳ̄ Háng-cê gì bāng-buōng.
agentive-physical-object;['lè̤', 'equus asinus'];Lè̤ sê siŏh cṳ̄ng tàu-săng, sṳ̆k diŏh mā gì chĭng-chék.
agentive-physical-object;['dṳ̆', 'sus scrofa domestica'];Dṳ̆ sê siŏh cṳ̄ng buô-ṳ̄ dông-ŭk.
agentive-physical-object;['ngù', 'bos primigenius taurus'];Chăng-kō̤ Mìng-dĕ̤ng-ngṳ̄ Háng-cê gì bāng-buōng.
agentive-physical-object;['alpaca', 'vicugna pacos'];Chăng-kō̤ Mìng-dĕ̤ng-ngṳ̄ Háng-cê gì bāng-buōng.
agentive-physical-object;['hāi-gēu'];Hāi-gēu sê siŏh cṳ̄ng dông-ŭk.
agentive-physical-object;['ciĕ-muài', 'muài'];Ciĕ-muài iâ hô̤ lā̤ muài, sê siŏh cṳ̄ng sĭk-ŭk.
agentive-physical-object;['sṳ̀ng-chéu'];Chăng-kō̤ Mìng-dĕ̤ng-ngṳ̄ Háng-cê gì bāng-buōng.
agentive-physical-object;['hiŏng-gŭ', 'lentinula edodes'];Hiŏng-gŭ sê siŏh cṳ̄ng â̤ siăh gì cĭng-kṳ̄ng.
agentive-physical-object;['liŏh-dâu'];Liŏh-dâu sê siŏh cṳ̄ng sĭk-ŭk.
agentive-physical-object;['uòng-dâu', 'glycine max'];Chăng-kō̤ Mìng-dĕ̤ng-ngṳ̄ Háng-cê gì bēng-buōng.
agentive-physical-object;['chái-tàu'];Chái-tàu sê dĕ̤ng-ā gì siŏh cṳ̄ng sŭ-chái.
agentive-physical-object;['ciáh-giāng'];Ciáh-giāng iâ hô̤ lā̤ cià-ciáh, sê siŏh cṳ̄ng cēu.
agentive-physical-object;['iù-gāng-lāng', 'gāng-lāng', 'olea europaea'];Chăng-kō̤ Mìng-dĕ̤ng-ngṳ̄ Háng-cê gì bāng-buōng.
agentive-physical-object;['bì-bà'];Chăng-kō̤ Mìng-dĕ̤ng-ngṳ̄ Háng-cê gì bāng-buōng.
agentive-physical-object;['uòng-dăi', 'cié'];Uòng-dăi iâ hô̤ lā̤ cié, sê siŏh cṳ̄ng siŏh-nièng-sĕng chāu-buōng-sĭk-ŭk, guō-sĭk sê uòng-sáik gì, â̤ dé̤ṳng có̤ liòng-sĭk.
agentive-physical-object;['mà', 'felis silvestris catus', 'mà-giāng'];Mà sê siŏh cṳ̄ng siēu-hìng gì dông-ŭk.
agentive-physical-object;['ngù', 'bos primigenius taurus'];Chăng-kō̤ Mìng-dĕ̤ng-ngṳ̄ Háng-cê gì bāng-buōng.
agentive-physical-object;['chiông'];Chiông sê siŏh cṳ̄ng buô-ṳ̄ dông-ŭk, iâ sê gĭng-dáng sié-gái lṳ̆k-dê gà̤-dēng có̤i duâi gì buô-ṳ̄ dông-ŭk.
agentive-physical-object;['ngù-mō̤-ngù-giāng'];Chăng-kō̤ Mìng-dĕ̤ng-ngṳ̄ Háng-cê gì bāng-buōng.
agentive-physical-object;['chèng-gēng'];Chèng-gēng sê siŏh cṳ̄ng tè̤ng, ciō-iéu hŭng-buó diŏh Dṳ̆ng-guók.
agentive-physical-object;['giò', 'solanum melongena', 'giò-chái'];Giò, iâ hô̤ lā̤ giò-chái hĕ̤k-ciā ciē-chái, sê siŏh cṳ̄ng cĭng-sĕ̤ng-cī-niŏh sĭk-ŭk, iâ sê siŏh cṳ̄ng chái.
agentive-physical-object;['muòi-huă', 'prunus mume'];Chăng-kō̤ Mìng-dĕ̤ng-ngṳ̄ Háng-cê gì bāng-buōng.
agentive-physical-object;['mà-hṳ̀ng', 'ailuropoda melanoleuca', 'hṳ̀ng-mà'];Chăng-kō̤ Mìng-dĕ̤ng-ngṳ̄ Háng-cê gì bāng-buōng.
agentive-physical-object;['huăng-siông', 'mangifera indica', 'mòng-guō'];Huăng-siông iâ hô̤ lā̤ mòng-guō, sê siŏh cṳ̄ng cūi-guō.
agentive-physical-object;['huă-báu', 'panthera pardus'];Huă-báu sê siŏh cṳ̄ng buô-ṳ̄ dông-ŭk.
agentive-physical-object;['lâu-hū', '老虎', 'panthera tigris', 'hū'];Lâu-hū iâ hô̤ lā̤ hū, sê siŏh cṳ̄ng mà-kuŏ gì buô-ṳ̄ dông-ŭk, iâ sê gĭng-dáng mà-kuŏ dông-ŭk dâi-dŏng tā̤-hìng có̤i duâi gì siŏh cṳ̄ng.
agentive-physical-object;['săi', '狮', '獅', 'panthera leo'];Chăng-kō̤ Mìng-dĕ̤ng-ngṳ̄ Háng-cê gì bāng-buōng.
agentive-physical-object;['lī-ngṳ̀', 'cyprinus carpio'];Lī-ngṳ̀ sê siŏh cṳ̄ng ngṳ̀.
agentive-physical-object;['duâi-sĭng-sĭng'];Duâi-sĭng-sĭng sê siŏh cṳ̄ng siăh nèng gì lìng-diōng-mŭk dông-ŭk, gâe̤ng ìng-lôi gì chĭng-nguòng-séng bī-gáu duâi.
agentive-physical-object;['siè', '老蛇', '蛇', 'lâu-siè'];Siè sê lēng-háik mò̤ kă sāi bók-lō̤ giàng-diô gì bà-hèng dông-ŭk, gâe̤ng dô-dâing sê chĭng-chék.
agentive-physical-object;['cūi-ngù'];Cūi-ngù sê siŏh cṳ̄ng tè̤ng.
agentive-physical-object;['dăng-hù', 'săng-hù'];Dăng-hù, iâ hô̤ lā̤ săng-hù, sê siŏh cṳ̄ng hāi-iòng dông-ŭk.
agentive-physical-object;['diê'];Diê sê siŏh cṳ̄ng niōng-tā̤ dông-ŭk.
agentive-physical-object;['hṳ̀ng', '熊'];Hṳ̀ng sê siŏh cṳ̄ng buô-ṳ̄ dông-ŭk.
agentive-physical-object;['să̤-ngiù'];Să̤-ngiù sê siŏh cṳ̄ng dông-ŭk.
agentive-physical-object;['ò̤-mā', 'hippopotamus amphibius'];Ò̤-mā sê siŏh cṳ̄ng iĕk-dái gì buô-ṳ̄ dông-ŭk.
agentive-physical-object;['ù-huă-guō', '无花果', '無花果'];Ù-huă-guō sê siŏh cṳ̄ng cūi-guō.
agentive-physical-object;['lèng-huă', 'nelumbo nucifera'];Lèng-huă iâ hô̤ lā̤ hò̤-huă, sê siŏh cṳ̄ng dŏ̤-nièng-sĕng chō̤-buōng sĭk-ŭk.
agentive-physical-object;['nàng-muōi-sĭng', '藍尾星'];Chăng-kō̤ Mìng-dĕ̤ng-ngṳ̄ Háng-cê gì bēng-buōng.
agentive-physical-object;['mà-uòng-cēu', 'mà-hùng-cēu'];Mà-hùng-cēu, sê siŏh cṳ̄ng cēu, tàu săng lā̤ chiông mà, ék-buăng găk màng-buŏ uăk-dông.
agentive-physical-object;['bì-bà-dâu-giék', 'chiroptera'];Bì-bà-dâu-giék, iâ hô̤ lā̤ iâ-iéng, siĕng-chṳ̄ hĕ̤k-ciā biēng-hók, sê siŏh cṳ̄ng â̤ buŏi gì buô-ṳ̄-dông-ŭk.
agentive-physical-object;['hù-lù'];Hù-lù iâ hô̤ lā̤ bù, sê siŏh cṳ̄ng sĭk-ŭk, ĭ gì guō-cī â̤ có̤ pièu-pièu.
agentive-physical-object;['băh-lô'];Băh-lô sê siŏh cṳ̄ng cēu.
agentive-physical-object;['lì'];Lì sê siŏh cṳ̄ng cūi-guō.
