abstract-region;['tesadüfiy deger'];Tesadüfiy deger - ihtimallar nazariyesiniñ esas añlamlarından biri, bir deñevniñ neticesine bağlı olıp farqlı qıymetleri alıp olğan bir sayı.
geographical-object;['amazon özeni'];Amazon özeni (ispanca ve portugalca: Amazonas) — Cenübiy Amerikada bir özen, suv masrafı ve havza büyükligine köre eñ büyük özendir.
geographical-object;['anadolu'];Anadolu - Asiya qıtasınıñ cenüp-ğarbiy ucunda yer alğan bir yarımadadır.
geographical-object;['ob'];Ob — Rusiyede bir özen.
geographical-object;['edil', 'etil', 'i̇til', 'volga'];Edil ya da Volga - Avropanıñ eñ uzun özenidir.
geographical-object;['qara deñiz'];Qara deñiz – Avropa ve Asiya arasındaki Atlantik okeannıñ bir deñizi.
geographical-object;['qırım', 'kırım', 'qırım yarımadası'];Qırım ya da Qırım yarımadası‎ – Qara deñizniñ şimaliy yalısında bir yarımada, qırımtatar halqınıñ vatanı.
geographical-object;['ege deñizi'];Ege deñizi ya da Adalar deñizi - Aq deñizniñ qolu olğan bir iç deñizdir.
geographical-object;['ganga'];Ganga İndistan ve Bangladeşte bir özendir.
geographical-object;['antarktida', 'antarktika'];Antarktida – cenübiy yarım kürreniñ eñ cenübinde bulunğan bir qıta.
geographical-object;['arktik okean'];Arktik okean – Asiya, Avropa ve Şimaliy Amerikanıñ şimallerinde yer alğan, Şimaliy qutupnı qapatqan, buzlarnen qaplı bir okeandır.
geographical-object;['atlantik okean', 'atlantik okeanı'];Atlantik okean – Tınç okeandan soñ eñ büyük ekinci okeandır.
geographical-object;['avrasiya'];Avrasiya - Dünyanıñ eñ büyük qıtasıdır.
geographical-object;['tınç okean'];Tınç Okean – Amerika ve Asiya qıtaları arasında bulunğan dünyanıñ eñ büyük bir okeanıdır.
geographical-object;['nil'];Nil (arapça النيل‎‎‎, an-Nīl. qadimiy mısırca İteru ya da Ḥ'pī. koptça ⲫⲓⲁⲣⲱ, P(h)iaro) — şimal-şarqiy Afrikada bir özen, dünyanıñ eñ uzun özenidir.
gestalt;['murabba'];Murabba - aynı vezinde dört mısralı bentlernen ibaret olğan nazm şeklidir.
information-object;['i̇nternet domeni'];İnternet domeni — unikal domen adınen belgilengen internet domen adlarınıñ iyerarhik fezasınıñ pıtağıdır.
information-object;['latin elifbesi'];Latin elifbesi - künümizde dünyada eñ ziyade darqatılğan elifbedir, Romans, German ve daa pek çoq diger til ailelerine ait tillerde qullanıla.
information-object;['arif'];Arif - yazı yazmaq içün qullanılğan işarettir.
information-realization;['hare krişna mantra'];Hare Krişna mantra - 16 sözlü Vayşnava mantrasıdır.
information-realization;['quran'];Quran ya da Quran-ı Kerim (arapça أَلْقُرآن‎ — el-Qur'an) İslâmda peyğamber Muhammedke Allahtan melek Cebrail vastasınen vahiyler şeklinde endirilgenine inanılğan muqaddes kitap.
language;['slavân tilleri'];Slavân tilleri — İnd-Avropa til ailesiniñ bir gruppasıdır.
language;['yidiş tili'];Yidiş tili ya da yidış tili (öz adı ייִדיש) bir german tildir, II Cian cenkinden evel Şarqiy Avropada, şimdi ise esasen AQŞ ve İsrailde cayılınğandır.
language;['oset tili'];Oset tili - İnd-Avropa til ailesiniñ İran gruppasından bir til, Rusiyedeki Şimaliy Osetiya Cumhuriyeti ve Cenübiy Osetiya Cumhuriyetiniñ resmiy tilidir.
language;['gürci tili'];Gürci tili (gürcice ქართული ენა, kartuli ena) — kartveli gruppasından bir tildir, Gürcistan resmiy tili.
language;['farer tili'];Farer tili (öz adı føroyskt) - bir German tilidir.
language;['dan tili', 'da', 'dan'];Dan tili (öz adı dansk) - bir German tilidir.
language;['i̇sland tili'];İsland tili (öz adı íslenska) - bir German tilidir.
language;['i̇sveç tili'];İsveç tili (öz adı svenska) – bir German tilidir.
language;['bulğar tili'];Bulğar tili – şarqiy slavân gruppasından bir tildir, Bulğaristannıñ resmiy tili.
language;['türkiy tiller'];Türkiy tiller – Şarqiy Avropadan Sibir ve Çinniñ ğarbına qadar uzanğan bir meydanda ana tili olaraq 180 million kişi tarafından, ekinci til olaraq laf etkenler da sayılsa 200 million kişi tarafından laf etilgen bir-birlerinen yaqın aqraba olğan ve 40 ayrı yazı tiline bölüngen bir til gruppasıdır.
language;['türk tili', 'türk dili', 'türkçe'];Türk tili – türkiy gruppadaki oğuz tillerinden bir tildir, Türkiye, Şimaliy Qıbrız Türk Cumhuriyeti ve Qıbrız Cumhuriyetiniñ resmiy tili.
language;['esperanto tili', 'esperanto'];Esperanto tili (esperantoca: Esperanto) — bir suniy tildir.
language;['interlingua', 'i̇nterlingua'];Interlingua tili (interlinguaca: Interlingua) — bir suniy tildir.
language;['romen tili'];Romen tili ve ya rumın tili – bir Romans tilidir.
language;['i̇ngliz tili'];İngliz tili (öz adı English) – bir german tilidir.
language;['tacik tili'];Tacik Farsça tili – çoqusı Tacikistanda yaşağan Taciklerniñ laf etken tili.
language;['latin tili'];Latin tili (latince Lingua Latina) qadimiy bir tildir, ölü tillerden biri.
language;['çin tili'];Çin tili ya da Qıtay tili – Çinde ve etrafında yaşağan 1 milliarddan ziyade kişi tarafından laf etilgen biñlerce kiçik tillerniñ cümlesine birden berilgen addır ve bular tek bir til sayılsa, dünyada eñ çoq qullanıcısı olğan tildir.
language;['i̇brani tili', 'ibrani tili'];İbrani tili (öz adı עִבְרִית, İvrit) – Afro-Asiya til ailesiniñ samiy taqmından bir tildir.
language;['i̇nd-avropa tilleri'];İnd-Avropa tilleri —- yer yüzünde eñ büyük til ailesi.
language;['yunan tili', 'yunanca'];Yunan tili (yunanca ελληνική γλώσσα) - bir tildir, Yunanistan ve Qıbrız Cumhuriyetiniñ resmiy tili.
language;['arnavut tili'];Arnavut tili – arnavutlarnıñ laf etken tili, Arnavutlıq ve Kosovonıñ resmiy tilidir.
language;['fars tili', 'farsça'];Fars tili – İnd-Avropa til ailesiniñ İran taqımından bir tildir.
language;['oksitan tili'];Oksitan tili (oksitanca occitan) - esasen Frenkistannıñ cenübinde, ondan ğayrı İtaliya, Monako ve İspaniyanıñ bazı regionlarında laf etilgen bir Romans tili.
language;['fin tili'];Fin tili – Finlandiyanıñ resmiy bir tildir.
language;['macar tili'];Macar tili (macarca: magyar nyelv) – Ural til ailesinden bir tildir, Macaristannıñ resmiy tili.
language;['urdu tili', 'urdû', 'urdu dili'];Urdu tili — Cenübiy Asiyada laf etilgen tillerden biridir.
language;['i̇span tili', 'i̇spanca'];İspan tili (ispanca Español, Castellano) – İnd-Avropa til ailesiniñ Romans gruppasına ait bir tildir.
language;['arap tili', 'arapça'];Arap tili – Afro-Asiya til ailesiniñ samiy taqımından bir tildir.
language;['leh tili'];Leh tili (lehçe język polski) – ğarbiy slavân gruppasından bir tildir, Lehistannıñ resmiy tili.
language;['çeh tili'];Çeh tili (çehçe čeština) — ğarbiy slavân gruppasından bir tildir, Çehiyanıñ resmiy tili.
language;['belarus tili'];Belarus tili (belarusça беларуская мова) – şarqiy slavân gruppasından bir tildir, Belarusnıñ resmiy tili.
language;['ukrain tili', 'ukraince'];Ukrain tili (ukraince українська мова) — şarqiy slavân gruppasından bir tildir, Ukrainanıñ resmiy tili.
language;['rus tili', 'rusça'];Rus tili – şarqiy slavân gruppasından bir tildir, Rusiyeniñ resmiy tili.
language;['alman tili'];Alman tili – bir german tilidir.
language;['felemenk tili', 'felâmenk tili'];Felemenk tili — bir german tilidir.
locative-role;['çornobıl'];Çornobıl (ukraince Чорнобиль) - Ukrainanıñ Kiyev vilâyetinde bir şeer.
locative-role;['selânik', 'selanik'];Selânik - Yunanistanda ekinci eñ büyük şeerdir.
locative-role;['harkiv', 'harkov'];Harkiv Ukrainanıñ şarqında bir şeerdir, Harkiv vilâyetiniñ merkezi.
locative-role;['edirne'];Edirne - Türkiyeniñ Avropa qısmında İstanbuldan soñ eñ balaban şeeridir.
locative-role;['aqyar', 'aqjar', 'sevastopol'];Aqyar – cenüp-ğarbiy Qırımda bir şeerdir.
locative-role;['ho şi min', 'ho chi minh city'];Ho Şi Min (vyetnamca Thành phố Hồ Chí Minh) eski adı Saygon (vyetnamca Sài Gòn) - Vyetnamnıñ eñ balaban şeeridir.
locative-role;['vrotslav'];Vrotslav (lehçe Wrocław, latince Vratislavia, almanca Breslau, çehçe Vratislav, macarca Boroszló) – Lehistanda bir şeer, Aşağı Sileziya voyevodalığınıñ merkezi.
locative-role;['omsk'];Omsk - Rusiyenıñ Omsk vilâyetinde bir şeer.
locative-role;['perm'];Perm - Rusiyenıñ Perm ülkesinde bir şeer.
locative-role;['volgograd'];Volgograd - Rusiyenıñ Volgograd vilâyetinde bir şeer.
locative-role;['sankt-peterburg', 'sankt peterburg', 'leningrad', 'petrograd'];Sankt Peterburg (rusça Санкт-Петербу́рг) - Rusiyeniñ Moskvadan soñ eñ balaban şeeridir, Rusiye İmperiyasınıñ sabıq paytahtı.
locative-role;['gdansk'];Gdansk (lehçe Gdańsk, almanca Danzig, latince Dantiscum, yidişçe דאַנץ) – Lehistanda bir şeer, Pomeraniya voyevodalığınıñ merkezi.
locative-role;['monako'];‌ Monako, resmiy adı Monako Prinsligi - ğarbiy Avropada Aq deñiz şimaliy yalısında kiçik bir memleket.
locative-role;['bizans i̇mperiyası', 'rum i̇mperiyası', 'şarq roma i̇mperiyası'];Bizans İmperiyası (Rum İmperiyası, Şarq Roma İmperiyası) - Roma İmperiyasınıñ 395 senesi Şarq ve Ğarp olaraq ekige ayrıluvınen meydanğa çıqtı.
locative-role;['sırbistan'];‌ Sırbistan, resmiy adı Sırbistan Cumhuriyeti - cenübiy Avropada Balqan yarımadasınıñ ğarbiy qısmındaki bir memleket.
locative-role;['luc'];Luc (lehçe Łódź) – Lehistanda bir şeer, Luc voyevodalığınıñ merkezi.
locative-role;['litvaniya', 'litvaniya cumhuriyeti'];‌ Litvaniya, resmiy adı Litvaniya Cumhuriyeti - şimaliy Avropada Baltik deñiz şarqiy yalısında bir devlet.
locative-role;['yalta', 'jalta'];Yalta (ukraince Ялта, rusça Ялта) — Qırımnıñ cenübiy yalı boyunda bir kurort şeeridir.
locative-role;['vladivostok'];Vladivostok - Rusiyenıñ Primorye ülkesinde şeer.
locative-role;['köy'];Köy — meskün yerler türlerinden biri.
locative-role;['krakov', 'krakоv'];Krakov – Lehistanda bir şeer.
locative-role;['donetsk'];Donetsk (ukraince Донецьк) — Ukrainada bir şeerdir, Donetsk vilâyetiniñ merkezi.
locative-role;['aşağı novgorod', 'nijniy novgorod'];Nijniy Novgorod - Rusiyede bir şeer, Nijniy Novgorod vilâyetiniñ merkezi.
locative-role;['san paulu', 'sâo paulo'];San Paulu - Brazilde şeer.
locative-role;['saat quşağı'];Saat quşaqları — aynı yerli vaqıtnı qabul etken dünyanıñ regionları.
locative-role;['samarqand', 'samarkand'];Samarqand (özbekçe Samarqand) - Özbekistanda bir şeer.
locative-role;['yaqın şarq', 'orta şarq'];Yaqın Şarq — ğarbiy Asiya ve şimaliy Afrikada bir regiondır.
locative-role;['valparaiso', 'valparaíso'];Valparaiso - Çilede bir şeer.
locative-role;['rio de janeyro', 'rio de janeiro'];Rio de Janeyro - cenübiy Brazilde eñ balaban şeer.
locative-role;['i̇stanbul', 'i̇stambul', 'konstantiniye'];İstanbul (türkçe İstanbul) - Türkiye Cumhuriyetiniñ eñ balaban şeeridir, Osmanlı Devleti ve Bizans İmperiyasınıñ sabıq paytahtı.
locative-role;['nyu york', 'nyu york şeeri'];Bu maqale Nyu York şeeri aqqındadır.
locative-role;['büyük sahra', 'sáhara'];Büyük Sahra – dünyanıñ eñ büyük sıcaq sahrası olıp, Afrikanıñ şimalinde, qıtanıñ ortası ile şimalini qaplağan 9 000 000 km² büyükliginde balaban bir sahradır.
method;['monarhiya'];Monarhiya - bir tek kişiniñ üküm sürgeni devlet qurumıdır.
non-physical-collection;['i̇nduizm', 'induizm'];İnduizm – Dünya dinleriniñ biridir.
non-physical-collection;['i̇slâm', 'musulman', 'musulmanlar'];İslâm, İslâmiyet ya da Musulmanlıq – tek bir tañrını qabul etken semaviy dinlerniñ soñkisi, üç cian dinleriniñ birisidir.
non-physical-collection;['yeudilik', 'yeudiylik'];Yeudilik (ibranice יהודה - Yehudah) - bir tañrılı İbraimiy dinlerniñ ilkidir.
non-physical-collection;['hristianlıq', 'hristian', 'hristianlar'];Hristianlıq - bir İbraimiy din, üç cian dinleriniñ biridir.
non-physical-collection;['protestantlıq', 'protestant'];Protestantlıq - Hristianlıqnıñ eñ büyük üç esas mezebinden biri.
parameter;['ortalama kvadratik taypınış', 'ortameydanlı taypınış'];Ortalama kvadratik taypınış yaki Standart taypınış - ihtimallar nazariyesi ve riyaziy statistika kibi ilimlerde bir tesadüfiy degerniñ ya da alıntınıñ ortalama qıymetinden taypınuv içün qullanılğan ölçev.
physical-body;['ay'];Ay — Dünyanıñ birden bir tabiiy yoldaşı ve Küneş sistemasında beşinci eñ büyük yoldaştır.
physical-body;['dünya', 'zemin'];Dünya (Yer, Yer yüzü, Zemin) – Küneş sistemasında Küneşke uzaqlıq baqımından üçünci sırada olğan seyyare.
physical-body;['utarit', 'merkuriy'];Utarit (Merkuriy) – Küneş sistemasınıñ Küneşke eñ yaqın seyyaresidir.
physical-object;['veston elementi'];Veston elementi — elektrohimiyada - standart olaraq qullanılğan elektrolitik közenek.
physical-object;['ceride', 'gazet', 'gazeta'];Ceride ya da Gazet, haber, yañılıq, malümat, tapmaca ve reklam içergen, adetince alçaq maliyetli kâğıt qullanaraq basılğan ve tarqatuvı edilgen bir neşir olup, halqa şimdiki olğan şeylernen bağlı malümat berme usulı körmektedir.
physical-object;['tögerek', 'tegerşik'];Tögerek yaki tığırçıq, köpçek. döngelek şekilde bolğan bir köçerni aylandırıp alğan köbüsinmen arabalarnı cer avuştırmaq içün qullanılğan tertibat bir kesekli bütün yaki bölingen köp kesekli türde boluvı mümkin.
physical-object;['uçaq'];Uçaq - avada uçqan bir maşna.
physical-object;['alet'];Alet - bir el işini yaki mehanik bir işni yasamaq içün ya da yasavnı qolaylaştırmaq içün yasalğan mahsus nesne.
physical-object;['telekörüv', 'televizion'];Televizion ya da telekörüv — areket eteyatqan resimlernen davuşnı mesafeden yayınlanğan vastadır.
physical-region;['tüs', 'kök quşağı', 'renk'];Tüs, ya da renk, kategoriyalarğa "qırmızı", "yeşil", "mavı" ve saire uyğan insan körüv alğısınıñ hasiyetidir.
political-geographic-object;['romaniya'];‌ Romaniya – cenübiy Avropada bir memleket.
political-geographic-object;['çornobıl'];Çornobıl (ukraince Чорнобиль) - Ukrainanıñ Kiyev vilâyetinde bir şeer.
political-geographic-object;['selânik', 'selanik'];Selânik - Yunanistanda ekinci eñ büyük şeerdir.
political-geographic-object;['harkiv', 'harkov'];Harkiv Ukrainanıñ şarqında bir şeerdir, Harkiv vilâyetiniñ merkezi.
political-geographic-object;['edirne'];Edirne - Türkiyeniñ Avropa qısmında İstanbuldan soñ eñ balaban şeeridir.
political-geographic-object;['aqyar', 'aqjar', 'sevastopol'];Aqyar – cenüp-ğarbiy Qırımda bir şeerdir.
political-geographic-object;['ho şi min', 'ho chi minh city'];Ho Şi Min (vyetnamca Thành phố Hồ Chí Minh) eski adı Saygon (vyetnamca Sài Gòn) - Vyetnamnıñ eñ balaban şeeridir.
political-geographic-object;['vrotslav'];Vrotslav (lehçe Wrocław, latince Vratislavia, almanca Breslau, çehçe Vratislav, macarca Boroszló) – Lehistanda bir şeer, Aşağı Sileziya voyevodalığınıñ merkezi.
political-geographic-object;['omsk'];Omsk - Rusiyenıñ Omsk vilâyetinde bir şeer.
political-geographic-object;['perm'];Perm - Rusiyenıñ Perm ülkesinde bir şeer.
political-geographic-object;['volgograd'];Volgograd - Rusiyenıñ Volgograd vilâyetinde bir şeer.
political-geographic-object;['sankt-peterburg', 'sankt peterburg', 'leningrad', 'petrograd'];Sankt Peterburg (rusça Санкт-Петербу́рг) - Rusiyeniñ Moskvadan soñ eñ balaban şeeridir, Rusiye İmperiyasınıñ sabıq paytahtı.
political-geographic-object;['gdansk'];Gdansk (lehçe Gdańsk, almanca Danzig, latince Dantiscum, yidişçe דאַנץ) – Lehistanda bir şeer, Pomeraniya voyevodalığınıñ merkezi.
political-geographic-object;['şimaliy koreya'];‌ Şimaliy Koreya, resmiy adı Koreya Halq Demokratik Cumhuriyeti - Asiyada Koreya yarımadasınıñ şimaliy qısmındaki bir memleket.
political-geographic-object;['norvegiya', 'kongeriket noreg', 'kongeriket norge', 'noreg', 'norge'];‌ Norvegiya, resmiy adı Norvegiya Qırallığı - şimaliy Avropada Skandinaviya yarımadasında bir devlet.
political-geographic-object;['felemenk', 'felâmenk'];‌ Felemenk, resmiy adı Felemenk Qırallığı - ğarbiy Avropada bir memleket.
political-geographic-object;['lesoto'];Lesoto – Afrikada bir memleket.
political-geographic-object;['yaponiya'];‌ Yaponiya - şarqiy Asiyada Yapon adalarında bulunğan bir memleket.
political-geographic-object;['monako'];‌ Monako, resmiy adı Monako Prinsligi - ğarbiy Avropada Aq deñiz şimaliy yalısında kiçik bir memleket.
political-geographic-object;['samoa'];Samoa, resmiy adı Samoa Mustaqil Devleti - Okeaniyada memleket.
political-geographic-object;['merkeziy afrika'];Merkeziy Afrika - Afrikada bir memleket.
political-geographic-object;['cibuti'];Cibuti - Afrikada bir memleket.
political-geographic-object;['malayziya'];‌ Malayziya - cenüp-şarqiy Asiyada Malay yarımadasında ve Borneo adasında bulunğan bir memleket.
political-geographic-object;['namibiya'];‌ Namibiya - Afrikada bir memleket.
political-geographic-object;['antigua ve barbuda'];Antigua ve Barbuda (inglizce Antigua and Barbuda) - Şimaliy Amerikada terkibinde Karib deñizindeki bir qaç ada bar olğan bir devlet.
political-geographic-object;['muritaniya'];Muritaniya - Afrikada bir memleket.
political-geographic-object;['beliz', 'belize'];Beliz - Şimaliy Amerikada bir devlet.
political-geographic-object;['ekvatorial gvineya'];Ekvatorial Gvineya – Afrikada bir memleket.
political-geographic-object;['sent kitts ve nevis'];Sent Kitts ve Nevis - Şimaliy Amerikada bir devlet.
political-geographic-object;['komorlar'];Komorlar – Afrikada bir memleket.
political-geographic-object;['dominika'];Dominika - Şimaliy Amerikada bir devlet.
political-geographic-object;['sent lusiya', 'sent lüsiya'];Sent Lüsiya - Şimaliy Amerikada bir devlet.
political-geographic-object;['i̇sviçre', 'i̇sviçriya'];İsviçre (almanca Schweiz. frenkçe Suisse. italyanca Svizzera. romanşça Svizra), resmiy adı İsviçre Konfederatsiyası (almanca Schweizerische Eidgenossenschaft. frenkçe Confédération suisse. italyanca Confederazione Svizzera. romanşça Confederaziun svizra) – ğarbiy Avropada Alp dağlarında bulunğan bir memleket.
political-geographic-object;['birleşken arap emirlikleri', 'qoşma arap emirlikleri'];‌ Birleşken Arap Emirlikleri - ğarbiy Asiyadanıñ Basra körfezi regionındaki bir memleket.
political-geographic-object;['şuralar sotsialistik cumhuriyetleri birligi', 'şuralar sotsialist cumhuriyetleri birligi', 'şuralar sotsialistik cumhuriyetler birligi', 'sovetler birligi', 'sscb', 'şscb', 'şuralar birligi', 'sovetler sotsialist cumhuriyetleri birligi', 'sssr'];Şuralar Sotsialistik Cumhuriyetleri Birligi, Şuralar Birligi, ŞSCB – 1922 - 1991 senelerinde yaşağan kommunistik totalitar bir devlet.
political-geographic-object;['lüksemburg'];‌ Lüksemburg, resmiy adı Lüksemburg Ulu Dukalığı - ğarbiy Avropada bir memleket.
political-geographic-object;['mağrip'];‌ Mağrip, resmiy adı Mağrip Malikligi – şimal-ğarbiy Afrikada bir memleket.
political-geographic-object;['büyük britaniya', 'büyük britaniya ve şimaliy i̇rlandiya qоşma qırallığı'];‌ Büyük Britaniya, resmiy adı Büyük Britaniya ve Şimaliy İrlandiya Birleşken Qırallığı – ğarbiy Avropada bir devlet.
political-geographic-object;['i̇spaniya'];‌ İspaniya, resmiy adı İspaniya Qırallığı – ğarbiy Avropada İberik yarımadasında bir devlet.
political-geographic-object;['saudiy arabistan'];‌ Saudiy Arabistan, resmiy adı Saud Arap Malikligi – ğarbiy Asiyadaki Arap yarımadasında bulunğan bir devlet.
political-geographic-object;['çad'];Çad - Afrikada bir memleket.
political-geographic-object;['tacikistan'];‌ Tacikistan, resmiy adı Tacikistan Cumhuriyeti – merkeziy Asiyada bir memleket.
political-geographic-object;['uganda'];‌ Uganda - şarqiy-merkeziy Afrikada bir memleket.
political-geographic-object;['belarus', 'belorusiye'];‌ Belarus, qırımtatar tilinde Aqrusiye ve Belorusiye olaraq da belli, resmiy adı Belarus Cumhuriyeti – şarqiy Avropada bir memleket.
political-geographic-object;['malavi'];‌ Malavi - Afrikada bir memleket.
political-geographic-object;['zimbabve'];Zimbabve – Afrikada bir memleket.
political-geographic-object;['azerbaycan'];‌ Azerbaycan, resmiy ad Azerbaycan Cumhuriyeti – ğarbiy Asiyada, cenübiy Kavkaz regionındaki bir Türk memleketi.
political-geographic-object;['qırğızistan'];‌ Qırğızistan, resmiy adı Qırğız Cumhuriyeti – Merkeziy Asiyada bir memleket.
political-geographic-object;['özbekistan'];‌ Özbekistan, resmiy adı Özbekistan Cumhuriyeti – merkeziy Asiyada bir memleket.
political-geographic-object;['mali'];‌ Mali, resmiy adı Mali Cumhuriyeti - Afrikada bir memleket.
political-geographic-object;['qazahistan'];‌ Qazahistan, resmiy adı Qazahistan Cumhuriyeti – merkeziy Asiyada bir memleket.
political-geographic-object;['moğolistan'];‌ Moğolistan – merkeziy Asiyada bir memleket.
political-geographic-object;['luc'];Luc (lehçe Łódź) – Lehistanda bir şeer, Luc voyevodalığınıñ merkezi.
political-geographic-object;['nyu cersi', 'new jersey'];Nyu Cersi — şimal-ğarbiy Amerika Qoşma Ştatlarında bir ştat.
