abstract-quality;['identitate', 'identitate personală', 'identității personale', 'individualitate', 'personală de identitate'];Se referă la identitatea numerică (în sensul continuității existenței) a persoanelor în timp
activity;['poștă', 'poştă', 'e-mail', 'e-mail de serviciu', 'livrare e-mail', 'postal service', 'poștale', 'serviciu poștal', 'sistemul poștal'];Un sistem prin intermediul căruia se livrează scrisori sau colete poștale.
agentive-figure;['agamemnon'];Erou din mitologia greacă
agentive-figure;['pegas'];Cal înaripat în mitologia greacă
agentive-figure;['hidra', 'hidră'];Monstru din mitologia greacă, închipuit ca un șarpe uriaș cu mai multe capete
agentive-figure;['amazoane', 'amazon', 'amazoană'];Cunoscute mai ales pentru faptul (ipotetic) că formau o națiune fără bărbați, dar și pentru priceperea lor în bătălii.
agentive-figure;['elena', 'elenadintroia', 'elena din troia', 'helen'];Personaj din mitologia greacă
agentive-figure;['societate pe acțiuni', 'societate pe acţiuni', 'companie pe acțiuni', 's.a.', 'societatea pe acţiuni', 'societatea pe acțiuni', 'societăți pe acțiuni', 'pe actiuni'];Termenul italian pentru Societate pe acțiuni
agentive-figure;['bancă', 'bancher', 'banca', 'bancar internațional', 'bancar internațional controversat', 'bancar îngrijorare', 'bancare companie', 'bancheri', 'bancă străină', 'depozitar instituție financiară', 'industria bancară', 'sistemul bancar'];Instituție financiară care efectuează operații de plăți și acordă credit.
agentive-figure;['biserică'];Instituția în care sunt organizați credincioșii creștini.
agentive-figure;['pluton'];O subunitate militară mai mică decât compania
agentive-figure;['aiax din salamina', 'ajax'];Un erou din mitologia greacă.
agentive-figure;['ku klux klan', 'kkk', 'kukluxklan', 'klan'];Numele mai multor organizații rasiste
agentive-figure;['mafia', 'mafie', 'mafia siciliană', 'mafiasiciliană', 'cosa nostra', 'mafiei siciliene', 'mafia italiană', 'mafiot'];De origine siciliană
agentive-figure;['comunitatea statelor independente', 'csi', 'comunitateastatelorindependente', 'cis'];Abrevierea denumirii în limba engleză-Commonwealth of Independent States
agentive-figure;['cartagina', 'cartaginezi', 'cartago'];Care a purtat război în timpul lui Hannibal cu Imperiul Roman
agentive-figure;['nasa', 'national aeronautics and space administration', 'nationala aeronautica si spatiu administrație'];National Aeronautics and Space Administration din SUA
agentive-figure;['comunitatea europeană', 'uniunea europeană', 'ue', 'uniuneaeuropeană', 'cee', 'comunitatea economică europeană', 'uniunea europeana', '🇪🇺', 'c.e.e.', 'european union', 'europeana uniune', 'u.e.', 'uniunii europene', 'ce', 'comune de piață', 'e.u', 'piața comună', 'piața comună europeană'];Uniune economică și politică în Europa
agentive-figure;['biserica ortodoxă', 'bisericaortodoxă', 'bisericarăsăriteană', 'biserica ortodoxă răsăriteană', 'biserica răsăriteană', 'creștini ortodocși', 'creştinism ortodox', 'creştinismul ortodox', 'creștinism ortodox', 'creștinismul ortodox', 'ortodox', 'ortodoxia', 'ortodoxie răsăriteană', 'ortodoxismul', 'creștin-ortodox', 'biserica catolică ortodoxă', 'bisericile ortodoxe răsăritene', 'est ortodoxia', 'ortodoxă răsăriteană'];Ramura estică a creștinismului apărută în urma Marii Schisme din 1054.
agentive-figure;['royal air force', 'royalairforce', 'aviația regală britanică', 'raf', 'british royal air force', 'r.a.f'];Royal Air Force-forțele aeriene ale Regatului Unit
agentive-figure;['bundesbank', 'deutsche bundesbank', 'banca federală a germaniei'];Banca centrală a Germaniei
agentive-figure;['armată', 'forțe armate', 'forțăarmată', 'trupă', 'armata', 'forţe armate', 'oaste', 'forțelor armate', 'forțele armate', 'forțele militare', 'militar', 'militar mașină', 'militare', 'militarilor', 'ramură militară', 'rezistența armată', 'servicii de armate', 'war machine'];Totalitatea unităților militare ale unui stat, armata
agentive-figure;['alma mater', 'almamater', 'alma-mater'];Termen folosit în zilele noastre în mediile academice.
agentive-physical-object;['bulletin board system', 'bbs', 'buletinul electronic de bord', 'buletinul placa de sistem'];Un anumit tip calculator dotat cu un anumit tip de software care permite utilizatorilor să intre în sistem utilizând o linie telefonică sau o conexiune telnet.
agentive-physical-object;['boxer'];Câine de pază înrudit cu dogul și cu buldogul, cu pielea de pe cap cutată
agentive-physical-object;['bonsai', 'bonzai', 'copac bonsai'];Arta tradițională japoneză de a crește plante și arbori de mici dimensiuni.
agentive-physical-object;['arțar', 'paltin de câmp', 'acer platanoides', 'arţar', 'norvegia arțar'];Gen de plante
agentive-physical-object;['jaguar', 'panthera onca palustris', 'panthera onca', 'jaguarul', 'felis onca', 'onca'];Mamifer specific continentului american, din familia felidelor
agentive-physical-object;['nimfă', 'pupă'];Stadiu de dezvoltare la unele insecte
agentive-physical-object;['plantă', 'floră', 'vegetală', 'regnul plantae', 'flora', 'plante', 'vegetatie', 'vegetaţia', 'vegetația', 'vegetație', 'vegetaţie', 'planta', 'plantae', 'plantele', 'regn plantae', 'regnum plantae', 'vegetabilia', 'floras', 'plantelor de viață', 'specii de plante'];Totalitatea speciilor vegetale existente într-o regiune sau într-un mediu.
agentive-physical-object;['calculator', 'computer', 'ordinator', 'calculator electronic', 'computerizat', 'computerul', 'calcul digitale', 'calcul dispozitiv', 'calcul mașină', 'calculatoare', 'calculator de uz general', 'computer technology', 'electronice de calculator', 'informații sistem de prelucrare', 'procesatorul de date', 'sistem informatic', 'sistemele informatice'];Computer, mașină de calcul
agentive-physical-object;['moară', 'mașinădetocat', 'râșniță', 'moara', 'frezat mașini', 'polizor'];O instalație pentru fărâmițarea materialelor
agentive-physical-object;['embrion', 'germen', 'ou', 'zigot', 'concepție', 'embrioni', 'embrionului uman', 'embryon', 'fertilizat ovulul', 'ou fertilizat'];O perioadă din stadiile de dezvoltare al plantelor sau animalelor
agentive-physical-object;['proconsul'];O primată preistorică care a trăit în Miocen
agentive-physical-object;['pupă', 'pupa', 'eclosion', 'fi pupă', 'puparium', 'pupation', 'pupe'];Faza finală a metamorfozei prin care trece o insectă de la eclozarea din ou până la atingerea stadiului de adult. Celelalte două stadii sunt larvă și nimfă (biologie).
agentive-physical-object;['mesteacăn', 'betula', 'mesteacan', 'mesteacan copac', 'mesteceni'];Arborele cu acest nume.
agentive-physical-object;['organism', 'ființă', 'ființe', 'organism viu', 'organisme', 'organismelor vii', 'organismului'];De la umeri până la șale. spinare, cârcă.
agentive-physical-object;['om', 'homo', 'homo sapiens sapiens', 'ființăumană', 'homo sapiens', 'uman', 'h. s. sapiens', 'oameni', 'omenire', 'omul', 'umană', 'ființa umană', 'ființă umană', 'speciei umane'];Ființă umană
agentive-physical-object;['capră', 'capra aegagrus hircus', 'capra domestică', 'capra hircus', 'capre', 'caprine', 'capră lactate', 'lapte de capră'];Din genul Capra
agentive-physical-object;['urechelniță', 'brachydermaptera', 'dermaptera', 'dermapteroida', 'dermatoptera', 'euplectoptera', 'urechelniţă'];Insectă din ordinul Dermaptera
agentive-physical-object;['camelie', 'camellia', 'camelia'];Un gen de plante
agentive-physical-object;['viola', 'toporaș', 'violă', 'viorea', 'violetă'];Gen de plante din familia Violaceae
agentive-physical-object;['drojdie', 'ferment', 'levură', 'drojdiile de bere', 'drojdia de bere', 'drojdie de bere', 'drojdie devenire', 'drojdii', 'top-fermentate', 'top fermentație drojdie'];Aditiv alimentar.
agentive-physical-object;['acantă', 'acant', 'acanthus', 'acante'];Gen de plante din familia Acanthaceae
agentive-physical-object;['lotus', 'nymphaea nouchali var. caerulea', 'nymphaea caerulea'];Plantă acvatică
agentive-physical-object;['usturoi', 'ai', 'alliumsativum', 'allium longicuspis', 'allium sativum'];Regionalism: Ai
agentive-physical-object;['cuc', 'cucul', 'cuculus canorus', 'european cuc'];Pasăre migratoare
agentive-physical-object;['coțofană', 'pica pica', 'coţofană', 'țarcă', 'coțofana', 'european cotofana', 'magpie european'];Pasăre din familia „ Corvidae"
agentive-physical-object;['lăstun de casă', 'delichon urbicum', 'lastun de casa', 'lăstun-de-casă', 'lăstun-de-fereastră', 'lăstun de fereastră', 'lăstunul de casă', 'delichon urbica', 'casa martin', 'delichon'];Familia Hirundinidae
agentive-physical-object;['mărul lupului', 'aristolochia clematitis', 'remf', 'aristolochia', 'lupului'];Specie de plante erbacee din familia Aristolochiaceae
agentive-physical-object;['piersic', 'piersică', 'prunus persica', 'nectarine', 'piersic copac', 'piersici'];Un pom fructifer, din familia Rosaceae
agentive-physical-object;['corn', 'cornus mas', 'cornelian cires'];Cu flori galbene și cu fructe roșii, comestibile (Cornus mas)
agentive-physical-object;['boz', 'sambucus ebulus'];Plantă medicinală
agentive-physical-object;['sânger', 'cornus sanguinea', 'european comun dogwood', 'pedwood', 'sânge-crenguță'];Un arbust nativ din cea mai mare parte a Europei și Asiei de Vest.
agentive-physical-object;['roșioară', 'roşioară', 'ocheană', 'scardiniuserythrophthalmus', 'scardinius erythrophthalmus', 'scardinius erythrophthalmus erythrophthalmus', 'rudd', 'rosioara'];Pește de apă dulce
agentive-physical-object;['lin', 'tinca tinca'];O specie de pește de apă dulce
agentive-physical-object;['limba mielului', 'borago officinalis', 'tailwort'];Plantă erbacee anuală din familia Boraginaceae
agentive-physical-object;['lucerna', 'lucernă', 'medicago sativa', 'lucerna elveția', 'luzern'];Plantă ierboasă din familia leguminoaselor
agentive-physical-object;['puma', 'pumă', 'puma concolor', 'concolor', 'cougar', 'catamount', 'cougars', 'felis concolor', 'leii de munte', 'mountain lion', 'munte leu'];O felină de dimensiuni mari, specia tip a genului Puma
agentive-physical-object;['leopard', 'pantherapardus', 'panthera pardus', 'leoparzi', 'pardus'];Felină, animal de pradă, ce aparține genului Panthera.
agentive-physical-object;['taipan', 'oxyuranus', 'oxyuranus scutellatus'];O specie de șerpi veninoși
agentive-physical-object;['heloderma suspectum', 'helodermasuspectum', 'monstrulgila', 'monstrul gila', 'gila monstru', 'monstru gila'];Una dintre cele două specii cunoscute de șopârle veninoase
agentive-physical-object;['condor andin', 'condor de anzi', 'vultur gryphus', 'condor din anzi', 'condorul de anzi', 'condorul din anzi', 'andină condor', 'condor andină'];Specie de păsări din familia condorilor americani
agentive-physical-object;['condor'];Pasăre răpitoare din familia (Cathartidae)
agentive-physical-object;['urs', 'ursoaică', 'ursidae', 'urside', 'ursi', 'ursine'];Specie de mamifere
agentive-physical-object;['carpen', 'carpeneuropean', 'carpinusbetulus', 'carpinus betulus', 'carpen european', 'european carpen'];Specie de foioase din familia Betulaceae
agentive-physical-object;['cuișoare', 'cuişoare', 'arboredecuișor', 'syzygium aromaticum', 'aromaticum syzygium', 'cuișoare copac', 'eugenia aromaticum', 'eugenia caryophyllatum'];Un condiment
agentive-physical-object;['condor californian', 'condorul californian', 'california condor', 'condor california', 'gymnogyps californianus'];Specie de pasăre răpitoare
agentive-physical-object;['chihuahua', 'chiuhaua'];Rasă canină cu indivizi extrem de mici ca dimensiuni, originară din statul mexican omonim
agentive-physical-object;['păr', 'pyrus', 'pară', 'pyrus communis', 'prăsad', 'pear tree', 'pere'];Arbore domesticit, aparținând genului Pyrus, având circa 30 de specii distincte, majoritatea arbori, producând fructe de o formă specifică, numite pere.
agentive-physical-object;['bob', 'vicia faba', 'boabe mari', 'engleză fasole', 'european de fasole', 'fasole faba', 'fasole fava', 'fasole larg', 'fava', 'largă de fasole', 'largă de fasole plantelor'];Plantă leguminoasă, (Vicia faba)
agentive-physical-object;['tabasco', 'capsicum frutescens', 'tabasco piper', 'ardei iute', 'frutescens capsicum', 'tabasco plantelor'];Sau chili, un soi de ardei iute
agentive-physical-object;['taxus baccata', 'tisa', 'tisă', 'engleză tisa', 'lumea veche tisa'];Un arbust denumit popular tisă
agentive-physical-object;['burete-de-mare', 'spongier', 'spongieri', 'porifera', 'burete de mare', 'asconoid', 'burete', 'burete marin', 'bureți', 'bureți de mare', 'bureții de mare', 'mare burete', 'parazoan', 'poriferan'];Un grup de animale nevertebrate, numite și bureți de mare,
agentive-physical-object;['lopătar', 'platalea leucorodia', 'platalea leucordia', 'comună lopătarul', 'lopătarul comună'];Pasăre de baltă
agentive-physical-object;['lup marsupial', 'tigru tasmanian', 'lupul marsupial', 'tigrul marsupial', 'tigrul tasmanian', 'thylacine', 'cynocephalus thylacinus', 'tasmanian lup', 'tasmanian tiger', 'thylacinus cynocephalus'];Specie dispărută
agentive-physical-object;['lup roșu', 'canis rufus', 'lup cu coamă', 'lup roşu', 'canis niger', 'manșete lup', 'roșu lup'];Specie rară în estul SUA
agentive-physical-object;['linx', 'râs', 'lynx', 'lynx lynx', 'râsul roșu', 'râsul'];O felină din fauna sălbatică a României.
agentive-physical-object;['jugastru', 'acer campestre', 'hedge maple'];Arbore cu lemnul alb și tare
agentive-physical-object;['migdal', 'prunus dulcis', 'amygdaluscommunis', 'prunusamygdalus', 'prunusdulcis', 'migdală', 'migdale', 'amygdalus communis', 'dulcis prunus', 'migdale amare', 'migdale dulci', 'prunus amygdalus'];Pom fructifer din familia Rosaceae
agentive-physical-object;['cerb lopătar', 'cerblopătar', 'cerb-lopătar', 'dam', 'cerbul lopatar', 'dama dama', 'cerb lopatar'];Originar din ținuturile mediteraneene. sălbatic în Grecia și semidomestic în cele mai multe țări din Europa
agentive-physical-object;['mălin', 'cireș', 'prunus avium', 'prunus padus', 'bird cires', 'comună pasăre cireșe', 'european pasăre cireșe', 'hagberry copac'];Arbust decorativ din familia rozaceelor
agentive-physical-object;['căprioară', 'căprior', 'capreoluscapreolus', 'capreolus capreolus', 'căprioare', 'caprioara', 'căprioara'];Un mamifer terestru
agentive-physical-object;['papagal nimfă', 'nymphicushollandicus', 'papagalulnimfă', 'nymphicus hollandicus', 'quarrion', 'papagalul', 'cacadu papagal', 'cockateel'];Specie de papagali (Nymphicus hollandicus)
agentive-physical-object;['alun', 'corylus avellana', 'corylus avellana grandis'];Gen de arbuști (Corylus L.)
agentive-physical-object;['scatiu', 'carduelis spinus', 'spinus spinus'];O pasăre de talie mică din familia sticleților
agentive-physical-object;['focă', 'vițel-de-mare', 'comună sigiliu', 'phoca vitulina', 'port sigiliu'];Mamifer marin
agentive-physical-object;['viespe', 'viespi', 'vespinae'];Insectă ce face parte din familia „ Vespidae"
agentive-physical-object;['cal', 'cabalină', 'cai', 'equus caballus', 'cabalin', 'cal domestic', 'calul domestic', 'ecvestru', 'hipic', 'iapă', 'cabaline', 'caballus', 'calul'];Un mamifer erbivor
agentive-physical-object;['dacrydium cupressinum', 'rimu', 'cupressinum', 'imou pin'];Cunoscut și ca „ rimu", este o specie de conifer din Noua Zeelandă
agentive-physical-object;['rubus fruticosus', 'mur', 'mure', 'murul', 'mură', 'rubus caesius', 'adevărat blackberry'];Un arbust peren din familia Rosaceae
agentive-physical-object;['ibis', 'păsările ibis', 'threskiornithinae', 'ibises'];Pasăre din familia Threskiornithidae, venerată de egiptenii antici (vezi Mitologie egipteană)
amount-of-matter;['europiu', 'eu', 'numărul atomic 63'];Element chimic cu simbolul Eu
amount-of-matter;['zinc', 'zn', 'zink', 'numărul atomic 30'];Element chimic cu simbolul Zn
amount-of-matter;['telur', 'te', 'numărul atomic 52'];Element chimic cu simbolul Te
amount-of-matter;['apă', 'h2o', 'h₂o', 'apa', 'apă lichidă'];Articol ce tratează apa așa cum este percepută în viața de zi cu zi
amount-of-matter;['argon', 'ar', 'numărul atomic 18'];Element chimic cu simbolul Ar
amount-of-matter;['kripton', 'kr', 'krypton', 'numărul atomic 36'];Element chimic cu simbolul Kr
amount-of-matter;['neon', 'ne', 'numărul atomic 10'];Simbolul chimic al elementului chimic
amount-of-matter;['clor', 'cl', 'număratomic17', 'clorul', 'numărul atomic 17'];Element chimic cu simbolul Cl
amount-of-matter;['technețiu', 'tc', 'tehnețiu', 'techneţiu', 'tecneţiu', 'tecnețiu', 'tehneţiu', 'numărul atomic 43'];Element chimic cu simbolul Tc
amount-of-matter;['ceriu', 'ce', 'cerium', 'numărul atomic 58'];Element chimic cu simbolul Ce
amount-of-matter;['cupru', 'aramă', 'cu', 'numărul atomic 29'];Element chimic cu simbolul Cu
amount-of-matter;['gadoliniu', 'gd', 'numar atomic 64'];Element chimic cu simbolul Gd
amount-of-matter;['samariu', 'sm', 'numărul atomic 62'];Element chimic cu simbolul Sm
amount-of-matter;['hafniu', 'celțiu', 'hf', 'numărul atomic 72'];Element chimic cu simbolul Hf
amount-of-matter;['osmiu', 'os', 'osmium', 'numărul atomic 76'];Element chimic cu simbolul Os
amount-of-matter;['crom', 'cr', 'crom hexavalent', 'numărul atomic 24'];Element chimic cu simbolul Cr
amount-of-matter;['mangan', 'manganez', 'mn', 'minereu de mangan', 'numărul atomic 25'];Element chimic cu simbolul Mn
amount-of-matter;['cobalt', 'co', 'numărul atomic 27'];Element chimic cu simbolul Co
amount-of-matter;['tantal', 'ta', 'numărul atomic 73'];Element chimic cu simbolul Ta
amount-of-matter;['nichel', 'ni', 'numărul atomic 28'];Simbolul chimic al elementului chimic
amount-of-matter;['bismut', 'bi', 'numărul atomic 83'];Element chimic cu simbolul Bi
amount-of-matter;['iridiu', 'ir', 'numărul atomic 77'];Element chimic cu simbolul Ir
amount-of-matter;['tungsten', 'wolfram', 'w', 'numărul atomic 74'];Element chimic
amount-of-matter;['platină', 'pt', 'numărul atomic 78'];Element chimic cu simbolul Pt
amount-of-matter;['noradrenalină', 'noradrenalina', 'norepinefrină', 'noradrenergic', 'norepinefrina'];Hormon adrenergic și neurotransmițător a sistemului nervos simpatic
amount-of-matter;['magneziu', 'mg', 'numărul atomic 12'];Element chimic cu simbolul Mg
amount-of-matter;['beriliu', 'be', 'gluciniu', 'fi', 'glucinium', 'numărul atomic 4'];Element chimic cu simbolul Be
amount-of-matter;['titan', 'ti', 'titaniu', 'numărul atomic 22'];Element chimic cu simbolul Ti
amount-of-matter;['polietilenă', 'polietenă', 'polietilena', 'polymethylene'];Polimer comun din seria materialelor numite mase plastice
amount-of-matter;['antimoniu', 'stibiu', 'sb', 'numărul atomic 51'];Element chimic cu simbolul Sb
amount-of-matter;['terbiu', 'tb', 'numărul atomic 65'];Element chimic cu simbolul Tb
amount-of-matter;['brom', 'br', 'numărul atomic 35'];Element chimic cu simbolul Br
amount-of-matter;['adn', 'acid dezoxiribonucleic', 'aciddezoxiribonucleic', 'adn-ul', 'desoxyribonucleic de acid'];Substanță organică foarte complexă definitorie pentru orice ființă vie
amount-of-matter;['monoxid de azot', 'oxid de azot', 'oxiddeazot', 'oxid nitric'];Formula chimică al compusului chimic
amount-of-matter;['poliamidă', 'poliamide', 'polimerice amida'];Material plastic
amount-of-matter;['molibden', 'mo', 'numărul atomic 42'];Element chimic cu simbolul Mo
amount-of-matter;['actiniu', 'ac', 'numărul atomic 89'];Element chimic cu simbolul Ac
amount-of-matter;['franciu', 'fr', 'numărul atomic 87'];Element chimic cu simbolul Fr
amount-of-matter;['radon', 'rn', 'gaz radon', 'numărul atomic 86'];Element chimic cu simbolul Rn
amount-of-matter;['cesiu', 'cs', 'ceziu', 'numărul atomic 55'];Element chimic cu simbolul Cs
amount-of-matter;['stronțiu', 'stronţiu', 'sr', 'numărul atomic 38'];Element chimic cu simbolul Sr
amount-of-matter;['poloniu', 'po', 'numărul atomic 84'];Element chimic cu simbolul Po
amount-of-matter;['einsteiniu', 'einsteinium', 'es', 'numărul atomic 99'];Element chimic cu simbolul Es
amount-of-matter;['nobeliu', 'no', 'nobelium', 'numărul atomic 102'];Simbolul chimic al elementului chimic
amount-of-matter;['mendeleviu', 'mendelevium', 'md', 'mv', 'mendeleeviu', 'numărul atomic 101'];Element chimic cu simbolul Md
amount-of-matter;['lawrenciu', 'lawrențiu', 'lawrencium', 'lr', 'lawrenţiu', 'numărul atomic 103'];Element chimic cu simbolul Lr
amount-of-matter;['plutoniu', 'pu', 'numărul atomic 94'];Element chimic cu simbolul Pu
amount-of-matter;['berkeliu', 'bk', 'berkelium', 'numărul atomic 97'];Element chimic cu simbolul Bk
amount-of-matter;['californiu', 'cf', 'californium', 'numărul atomic 98'];Element chimic radioactiv cu simbolul Cf
amount-of-matter;['fermiu', 'fm', 'fermium', 'numărul atomic 100'];Element chimic cu simbolul Fm
amount-of-matter;['americiu', 'am', 'numărul atomic 95'];Element chimic cu simbolul Am
amount-of-matter;['neptuniu', 'np', 'numărul atomic 93'];Element chimic cu simbolul Np
amount-of-matter;['curiu', 'cm', 'curium', 'numărul atomic 96'];Un element chimic
amount-of-matter;['reniu', 're', 'rhenium', 'numărul atomic 75'];Element chimic cu simbolul Re
amount-of-matter;['ruteniu', 'ru', 'rutheniu', 'ruthenium', 'numărul atomic 44'];Simbolul chimic al elementului chimic
amount-of-matter;['galiu', 'ga', 'numărul atomic 31'];Element chimic cu simbolul Ga
amount-of-matter;['indiu', 'in', 'numărul atomic 49'];Element chimic cu simbolul In
amount-of-matter;['protactiniu', 'pa', 'protactinium', 'numărul atomic 91', 'protoactinium'];Simbolul chimic al elementului chimic
amount-of-matter;['alpaca', 'argintnichel', 'maillechort', 'argint german', 'argint nichel', 'german de argint', 'nichel argint'];Cupru și zinc.
amount-of-matter;['aluminiu', 'al', 'aluminiul', 'aluminiului', 'numărul atomic 13'];Element chimic cu simbolul Al
amount-of-matter;['staniu', 'cositor', 'sn', 'numărul atomic 50'];Element chimic cu simbolul Sn
amount-of-matter;['sodiu', 'natriu', 'na', 'numărul atomic 11'];Simbolul chimic al elementului chimic
amount-of-matter;['paladiu', 'pd', 'paladium', 'numărul atomic 46'];Element chimic cu simbolul Pd
amount-of-matter;['cadmiu', 'cd', 'numărul atomic 48'];Element chimic cu simbolul Cd
amount-of-matter;['niobiu', 'columbiu', 'nb', 'cb', 'numărul atomic 41'];Element chimic cu simbolul Nb
amount-of-matter;['taliu', 'tl', 'numărul atomic 81'];Element chimic cu simbolul Tl
amount-of-matter;['cesiu', 'cs', 'ceziu', 'numărul atomic 55'];Element chimic cu simbolul Cs
amount-of-matter;['stronțiu', 'stronţiu', 'sr', 'numărul atomic 38'];Element chimic cu simbolul Sr
amount-of-matter;['litiu', 'li', 'litium', 'numărul atomic 3'];Element chimic cu simbolul Li
amount-of-matter;['rubidiu', 'rb', 'numărul atomic 37'];Element chimic cu simbolul Rb
amount-of-matter;['promețiu', 'promeţiu', 'număratomic61', 'pm', 'prometiul', 'numărul atomic 61'];Simbolul chimic al elementului chimic
amount-of-matter;['tuliu', 'tm', 'numărul atomic 69'];Element chimic cu simbolul Tm
amount-of-matter;['aur', 'au', 'ioan cătălina', 'aur lode', 'aur nativ', 'numărul atomic 79'];Metal rar, elementul chimic din tabelul periodic cu simbolul "Au"
amount-of-matter;['praseodim', 'pr', 'numărul atomic 59'];Element chimic cu simbolul Pr
amount-of-matter;['hidrogen sulfurat', 'acidsulfhidric', 'hidrogensulfurat', 'sulfură de hidrogen', 'acid sulfhidric', 'sulfit de hidrogen'];Gaz toxic cu miros neplăcut
amount-of-matter;['seleniu', 'se', 'numărul atomic 34'];Element chimic cu simbolul Se
amount-of-matter;['seaborgiu', 'seaborgium', 'sg', 'unnilhexium', 'elementul 106', 'numărul atomic 106'];Element chimic cu simbolul Sg
amount-of-matter;['dubniu', 'db', 'hahniu', 'dubnium', 'elementul 105', 'hahnium', 'numărul atomic 105'];Element chimic cu simbolul Db
amount-of-matter;['disprosiu', 'dy', 'disprosiul', 'numărul atomic 66'];Element chimic cu simbolul Dy.
amount-of-matter;['holmiu', 'ho', 'holmium', 'numărul atomic 67'];Simbolul chimic al elementului chimic
amount-of-matter;['erbiu', 'er', 'erbium', 'numărul atomic 68'];Element chimic cu simbolul Er
amount-of-matter;['lutețiu', 'luteţiu', 'casiopeiu', 'lu', 'lutetium', 'lutecium', 'numărul atomic 71'];Element chimic cu simbolul Lu
amount-of-matter;['heliu', 'he', 'numărul atomic 2', 'superfluid heliu'];Simbolul chimic al elementului chimic
amount-of-matter;['acid fluorhidric', 'acidhidrofluoric', 'acid hidrofluoric'];Are formula moleculară HF
amount-of-matter;['var', 'oxid de calciu', 'oxiddecalciu', 'ars var', 'calcinate var', 'calx', 'fondant var', 'nestins', 'unslaked var', 'var nestins'];Material de construcții
amount-of-matter;['rodiu', 'rh', 'numărul atomic 45'];Element chimic cu simbolul Rh
amount-of-matter;['calciu', 'ca', 'ionii de calciu', 'numărul atomic 20'];Element chimic cu simbolul Ca
amount-of-matter;['lantan', 'la', 'numărul atomic 57'];Element chimic cu simbolul La
amount-of-matter;['scandiu', 'sc', 'numărul atomic 21'];Element chimic cu simbolul Sc
amount-of-matter;['neodim', 'nd', 'numărul atomic 60'];Element chimic cu simbolul Nd
amount-of-matter;['britannium', 'britannia metal', 'britannia din metal', 'metal britannia'];De cupru și de antimoniu. A nu se confunda cu Argintul Britannia | Argint Britannia | Argintul Britannia!
amount-of-matter;['radiu', 'ra', 'numărul atomic 88'];Simbolul chimic al elementului chimic
amount-of-matter;['monoxid de carbon', 'co', 'monoxiddecarbon', 'oxid de carbon', 'monoxid de carbon de gaz'];Formula chimică: CO
amount-of-matter;['pământuri rare', 'lantanide', 'lantanid', 'minerale rare', 'lanthanoid', 'elemente de pământuri rare', 'lanthanon', 'metale din pământuri rare', 'pământuri rare element'];Numele generic al unor elementele chimice urmând după lantan, cu numărul de ordine Z cuprins între 58 și 71.
amount-of-matter;['metal', 'metale', 'ionii metal', 'metalic element'];Element chimic
amount-of-matter;['gaz nobil', 'gaz', 'gazinert', 'gaznobil', 'argonon', 'gaz inert', 'gaz rar', 'gaze nobile', 'gaze rare', 'nobil de gaz'];Oricare dintre elementele chimice situate în grupa a opta principală din sistemul periodic al elementelor
amount-of-matter;['element chimic', 'element', 'elemente chimice', 'elementul chimic', 'elementului radioactiv'];Particulă indivizibilă prin mijloace fizice sau chimice obișnuite
amount-of-matter;['coca-cola', 'cocacola', 'coca cola', 'sticla de cola'];Băutură răcoritoare obținută din frunze de coca
amount-of-matter;['rom', 'rom alb', 'rom lumina'];Băutură alcolică, produs alcoolic de concentrație mai mare decât a vinului, obținut prin fermentare și distilare, adeseori obținut din trestie de zahăr.
